頻出単語,登場回数,登場回数/全単語数(26898)%,登場レビュー率 /(66本),レビューあたりの登場回数 /回,登場したレビューにおける平均登場回数
待ち,15,0.05,0.19,0.22,1.15
ヶ月,15,0.05,0.1,0.22,2.14
昼,15,0.05,0.15,0.22,1.5
雰囲気,15,0.05,0.22,0.22,1.0
5,15,0.05,0.15,0.22,1.5
絶妙,15,0.05,0.15,0.22,1.5
)、,15,0.05,0.03,0.22,7.5
四,14,0.05,0.07,0.21,2.8
生,14,0.05,0.12,0.21,1.75
北海道,14,0.05,0.13,0.21,1.55
最後,14,0.05,0.19,0.21,1.07
二,14,0.05,0.16,0.21,1.27
のど,14,0.05,0.13,0.21,1.55
旨味,14,0.05,0.13,0.21,1.55
腹,14,0.05,0.16,0.21,1.27
好み,14,0.05,0.15,0.21,1.4
東京,14,0.05,0.16,0.21,1.27
提供,14,0.05,0.15,0.21,1.4
接客,14,0.05,0.16,0.21,1.27
こ,14,0.05,0.1,0.21,2.0
相性,14,0.05,0.12,0.21,1.75
南,14,0.05,0.15,0.21,1.4
お願い,14,0.05,0.12,0.21,1.75
アワビ,14,0.05,0.1,0.21,2.0
どれ,14,0.05,0.18,0.21,1.16
人気,14,0.05,0.18,0.21,1.16
赤貝,14,0.05,0.1,0.21,2.0
塩,14,0.05,0.16,0.21,1.27
味わい,14,0.05,0.1,0.21,2.0
桜,14,0.05,0.07,0.21,2.8
カマ,13,0.04,0.16,0.19,1.18
10,13,0.04,0.1,0.19,1.85
絶品,13,0.04,0.13,0.19,1.44
毎回,13,0.04,0.13,0.19,1.44
高級,13,0.04,0.15,0.19,1.3
蝦蛄,13,0.04,0.12,0.19,1.62
唐墨,13,0.04,0.12,0.19,1.62
4,13,0.04,0.13,0.19,1.44
量,13,0.04,0.15,0.19,1.3
値段,13,0.04,0.13,0.19,1.44
期待,13,0.04,0.13,0.19,1.44
お茶,13,0.04,0.13,0.19,1.44
ハマグリ,13,0.04,0.07,0.19,2.6
写真,13,0.04,0.15,0.19,1.3
物,12,0.04,0.12,0.18,1.5
六,12,0.04,0.15,0.18,1.2
世界,12,0.04,0.13,0.18,1.33
江戸前,12,0.04,0.13,0.18,1.33
カワハギ,12,0.04,0.09,0.18,2.0
2015,12,0.04,0.12,0.18,1.5
シャンパーニュ,12,0.04,0.1,0.18,1.71
こはだ,12,0.04,0.13,0.18,1.33
贅沢,12,0.04,0.15,0.18,1.2
6,12,0.04,0.13,0.18,1.33
組み合わせ,12,0.04,0.15,0.18,1.2
肌,12,0.04,0.1,0.18,1.71
系,12,0.04,0.09,0.18,2.0
氏,12,0.04,0.06,0.18,3.0
４,12,0.04,0.13,0.18,1.33
o,12,0.04,0.04,0.18,4.0
シャコ,12,0.04,0.09,0.18,2.0
上,12,0.04,0.12,0.18,1.5
半年,12,0.04,0.12,0.18,1.5
白魚,11,0.04,0.09,0.16,1.83
半,11,0.04,0.13,0.16,1.22
あと,11,0.04,0.09,0.16,1.83
至福,11,0.04,0.13,0.16,1.22
紀尾井町,11,0.04,0.09,0.16,1.83
素敵,11,0.04,0.13,0.16,1.22
スタイル,11,0.04,0.12,0.16,1.37
7,11,0.04,0.09,0.16,1.83
ビール,11,0.04,0.12,0.16,1.37
鰯,11,0.04,0.09,0.16,1.83
高,11,0.04,0.15,0.16,1.1
状態,11,0.04,0.13,0.16,1.22
前回,11,0.04,0.1,0.16,1.57
玉,11,0.04,0.12,0.16,1.37
ぴょう,11,0.04,0.13,0.16,1.22
達,11,0.04,0.09,0.16,1.83
(^,11,0.04,0.03,0.16,5.5
９,11,0.04,0.12,0.16,1.37
飯,11,0.04,0.12,0.16,1.37
四谷,11,0.04,0.1,0.16,1.57
姿勢,11,0.04,0.12,0.16,1.37
温度,11,0.04,0.12,0.16,1.37
会計,11,0.04,0.15,0.16,1.1
万,11,0.04,0.13,0.16,1.22
肉,11,0.04,0.09,0.16,1.83
当日,11,0.04,0.13,0.16,1.22
皿,11,0.04,0.13,0.16,1.22
皮,11,0.04,0.06,0.16,2.75
)。,11,0.04,0.04,0.16,3.66
エビ,10,0.03,0.13,0.15,1.11
県,10,0.03,0.09,0.15,1.66
たくさん,10,0.03,0.12,0.15,1.25
間,10,0.03,0.15,0.15,1.0
椀,10,0.03,0.13,0.15,1.11
スタート,10,0.03,0.09,0.15,1.66
毛蟹,10,0.03,0.13,0.15,1.11
駅,10,0.03,0.15,0.15,1.0
まぐろ,10,0.03,0.09,0.15,1.66
貝,10,0.03,0.1,0.15,1.42
勉強,10,0.03,0.13,0.15,1.11
言葉,10,0.03,0.09,0.15,1.66
",",10,0.03,0.12,0.15,1.25
毎,10,0.03,0.1,0.15,1.42
創作,10,0.03,0.1,0.15,1.42
青柳,10,0.03,0.07,0.15,2.0
丁寧,10,0.03,0.13,0.15,1.11
レベル,10,0.03,0.1,0.15,1.42
イカ,10,0.03,0.07,0.15,2.0
新鮮,10,0.03,0.09,0.15,1.66
友人,10,0.03,0.1,0.15,1.42
車海老,9,0.03,0.12,0.13,1.12
６,9,0.03,0.1,0.13,1.28
内容,9,0.03,0.13,0.13,1.0
種,9,0.03,0.07,0.13,1.8
空間,9,0.03,0.12,0.13,1.12
気持ち,9,0.03,0.1,0.13,1.28
2016,9,0.03,0.07,0.13,1.8
濃厚,9,0.03,0.12,0.13,1.12
それぞれ,9,0.03,0.12,0.13,1.12
５,9,0.03,0.12,0.13,1.12
(^^;;,9,0.03,0.01,0.13,9.0
000,9,0.03,0.1,0.13,1.28
巻物,9,0.03,0.1,0.13,1.28
ろ,9,0.03,0.07,0.13,1.8
一緒,9,0.03,0.12,0.13,1.12
供,9,0.03,0.07,0.13,1.8
鱈,9,0.03,0.09,0.13,1.5
究極,9,0.03,0.1,0.13,1.28
鰤,9,0.03,0.09,0.13,1.5
性,9,0.03,0.09,0.13,1.5
心,9,0.03,0.12,0.13,1.12
イワシ,8,0.02,0.09,0.12,1.33
８,8,0.02,0.06,0.12,2.0
唐,8,0.02,0.09,0.12,1.33
キャンセル,8,0.02,0.12,0.12,1.0
堪能,8,0.02,0.1,0.12,1.14
自身,8,0.02,0.1,0.12,1.14
か月,8,0.02,0.1,0.12,1.14
再訪,8,0.02,0.09,0.12,1.33
子持ち,8,0.02,0.06,0.12,2.0
夏,8,0.02,0.09,0.12,1.33
バランス,8,0.02,0.1,0.12,1.14
2012,8,0.02,0.09,0.12,1.33
お腹,8,0.02,0.1,0.12,1.14
困難,8,0.02,0.1,0.12,1.14
予定,8,0.02,0.09,0.12,1.33
かなり,8,0.02,0.1,0.12,1.14
客,8,0.02,0.1,0.12,1.14
谷,8,0.02,0.12,0.12,1.0
ビックリ,8,0.02,0.06,0.12,2.0
^),8,0.02,0.03,0.12,4.0
満席,8,0.02,0.1,0.12,1.14
2014,8,0.02,0.07,0.12,1.6
満腹,8,0.02,0.07,0.12,1.6
馬糞,8,0.02,0.1,0.12,1.14
喉,8,0.02,0.09,0.12,1.33
手渡し,8,0.02,0.1,0.12,1.14
大好き,8,0.02,0.12,0.12,1.0
烏賊,8,0.02,0.06,0.12,2.0
ば,8,0.02,0.09,0.12,1.33
日本人,8,0.02,0.06,0.12,2.0
ごはん,8,0.02,0.09,0.12,1.33
季節,8,0.02,0.1,0.12,1.14
～。,8,0.02,0.06,0.12,2.0
フカ,8,0.02,0.09,0.12,1.33
ヒレ,8,0.02,0.09,0.12,1.33
金目,8,0.02,0.09,0.12,1.33
店主,8,0.02,0.07,0.12,1.6
以下,8,0.02,0.06,0.12,2.0
わけ,8,0.02,0.09,0.12,1.33
♪【,8,0.02,0.04,0.12,2.66
気配り,8,0.02,0.07,0.12,1.6
レア,8,0.02,0.1,0.12,1.14
ホタテ,8,0.02,0.07,0.12,1.6
前半,7,0.02,0.06,0.1,1.75
必要,7,0.02,0.1,0.1,1.0
笑顔,7,0.02,0.09,0.1,1.16
montrachet,7,0.02,0.04,0.1,2.33
上品,7,0.02,0.06,0.1,1.75
～、,7,0.02,0.07,0.1,1.4
墨烏賊,7,0.02,0.1,0.1,1.0
ビレ,7,0.02,0.1,0.1,1.0
本,7,0.02,0.1,0.1,1.0
為,7,0.02,0.06,0.1,1.75
数々,7,0.02,0.1,0.1,1.0
極上,7,0.02,0.07,0.1,1.4
弟子,7,0.02,0.04,0.1,2.33
驚き,7,0.02,0.09,0.1,1.16
加減,7,0.02,0.07,0.1,1.4
所,7,0.02,0.09,0.1,1.16
番,7,0.02,0.1,0.1,1.0
鉄火,7,0.02,0.07,0.1,1.4
醤油,7,0.02,0.09,0.1,1.16
相当,7,0.02,0.09,0.1,1.16
個人,7,0.02,0.1,0.1,1.0
完全,7,0.02,0.09,0.1,1.16
紹介,7,0.02,0.1,0.1,1.0
制,7,0.02,0.09,0.1,1.16
週間,7,0.02,0.09,0.1,1.16
30,7,0.02,0.06,0.1,1.75
久々,7,0.02,0.06,0.1,1.75
中心,7,0.02,0.07,0.1,1.4
力,7,0.02,0.07,0.1,1.4
名,7,0.02,0.09,0.1,1.16
普通,7,0.02,0.09,0.1,1.16
ペース,7,0.02,0.07,0.1,1.4
通り,7,0.02,0.06,0.1,1.75
モダン,7,0.02,0.1,0.1,1.0
説明,7,0.02,0.09,0.1,1.16
色,7,0.02,0.06,0.1,1.75
網走,7,0.02,0.1,0.1,1.0
程度,7,0.02,0.07,0.1,1.4
秋刀魚,7,0.02,0.07,0.1,1.4
ー,7,0.02,0.06,0.1,1.75
筋子,7,0.02,0.09,0.1,1.16
氷見,7,0.02,0.07,0.1,1.4
レビュー,7,0.02,0.06,0.1,1.75
ごちそうさま,7,0.02,0.06,0.1,1.75
味噌,7,0.02,0.06,0.1,1.75
◯「,7,0.02,0.01,0.1,7.0
ログ,7,0.02,0.09,0.1,1.16
小柱,7,0.02,0.07,0.1,1.4
カツオ,6,0.02,0.04,0.09,2.0
ボタン,6,0.02,0.07,0.09,1.2
グロ,6,0.02,0.09,0.09,1.0
/,6,0.02,0.04,0.09,2.0
平目,6,0.02,0.07,0.09,1.2
ヅケ,6,0.02,0.07,0.09,1.2
貫,6,0.02,0.07,0.09,1.2
基本,6,0.02,0.07,0.09,1.2
アルコール,6,0.02,0.09,0.09,1.0
劇場,6,0.02,0.07,0.09,1.2
十分,6,0.02,0.09,0.09,1.0
直接,6,0.02,0.06,0.09,1.5
店舗,6,0.02,0.06,0.09,1.5
とき,6,0.02,0.04,0.09,2.0
時期,6,0.02,0.09,0.09,1.0
以外,6,0.02,0.09,0.09,1.0
点,6,0.02,0.09,0.09,1.0
火,6,0.02,0.07,0.09,1.2
げ,6,0.02,0.07,0.09,1.2
部分,6,0.02,0.07,0.09,1.2
残念,6,0.02,0.09,0.09,1.0
たち,6,0.02,0.06,0.09,1.5
居心地,6,0.02,0.07,0.09,1.2
小,6,0.02,0.06,0.09,1.5
(^_^;),6,0.02,0.03,0.09,3.0
最近,6,0.02,0.07,0.09,1.2
ツマミ,6,0.02,0.06,0.09,1.5
魅力,6,0.02,0.06,0.09,1.5
ひとつ,6,0.02,0.06,0.09,1.5
2013,6,0.02,0.04,0.09,2.0
その後,6,0.02,0.07,0.09,1.2
失念,6,0.02,0.07,0.09,1.2
休み,6,0.02,0.07,0.09,1.2
松前,6,0.02,0.07,0.09,1.2
淡路島,6,0.02,0.07,0.09,1.2
かま,6,0.02,0.09,0.09,1.0
うち,6,0.02,0.07,0.09,1.2
"""",6,0.02,0.01,0.09,6.0
シンプル,6,0.02,0.09,0.09,1.0
厚,6,0.02,0.06,0.09,1.5
会話,6,0.02,0.09,0.09,1.0
千葉,6,0.02,0.06,0.09,1.5
お誘い,6,0.02,0.07,0.09,1.2
側,6,0.02,0.07,0.09,1.2
舌,6,0.02,0.09,0.09,1.0
一口,6,0.02,0.07,0.09,1.2
夢,6,0.02,0.07,0.09,1.2
トリュフ,6,0.02,0.06,0.09,1.5
龍,6,0.02,0.06,0.09,1.5
め,6,0.02,0.07,0.09,1.2
リゾット,6,0.02,0.06,0.09,1.5
緊張,6,0.02,0.04,0.09,2.0
こだわり,6,0.02,0.09,0.09,1.0
大変,6,0.02,0.09,0.09,1.0
八戸,6,0.02,0.09,0.09,1.0
粒,6,0.02,0.04,0.09,2.0
すじ,6,0.02,0.06,0.09,1.5
記憶,6,0.02,0.06,0.09,1.5
連れ,6,0.02,0.09,0.09,1.0
内臓,6,0.02,0.07,0.09,1.2
相方,6,0.02,0.03,0.09,3.0
経験,6,0.02,0.07,0.09,1.2
体調,5,0.01,0.07,0.07,1.0
乾杯,5,0.01,0.07,0.07,1.0
･,5,0.01,0.03,0.07,2.5
館山,5,0.01,0.07,0.07,1.0
ノド,5,0.01,0.07,0.07,1.0
ワールド,5,0.01,0.04,0.07,1.66
kg,5,0.01,0.07,0.07,1.0
フグ,5,0.01,0.06,0.07,1.25
余市,5,0.01,0.07,0.07,1.0
あん,5,0.01,0.04,0.07,1.66
バチコ,5,0.01,0.06,0.07,1.25
錦,5,0.01,0.04,0.07,1.66
綺麗,5,0.01,0.07,0.07,1.0
肴,5,0.01,0.06,0.07,1.25
感謝,5,0.01,0.07,0.07,1.0
タイミング,5,0.01,0.07,0.07,1.0
意味,5,0.01,0.07,0.07,1.0
空気,5,0.01,0.07,0.07,1.0
おこ,5,0.01,0.06,0.07,1.25
鰈,5,0.01,0.06,0.07,1.25
使用,5,0.01,0.06,0.07,1.25
品数,5,0.01,0.07,0.07,1.0
みそ,5,0.01,0.06,0.07,1.25
お断り,5,0.01,0.06,0.07,1.25
昔,5,0.01,0.06,0.07,1.25
トーク,5,0.01,0.06,0.07,1.25
03,5,0.01,0.01,0.07,5.0
四ッ谷,5,0.01,0.07,0.07,1.0
帰り,5,0.01,0.04,0.07,1.66
頃,5,0.01,0.04,0.07,1.66
お代,5,0.01,0.03,0.07,2.5
定期,5,0.01,0.01,0.07,5.0
正直,5,0.01,0.07,0.07,1.0
どちら,5,0.01,0.04,0.07,1.66
冬,5,0.01,0.06,0.07,1.25
全体,5,0.01,0.07,0.07,1.0
色々,5,0.01,0.06,0.07,1.25
追加,5,0.01,0.04,0.07,1.66
バフンウニ,5,0.01,0.06,0.07,1.25
青,5,0.01,0.03,0.07,2.5
銘柄,5,0.01,0.06,0.07,1.25
昼間,5,0.01,0.06,0.07,1.25
デザート,5,0.01,0.06,0.07,1.25
名店,5,0.01,0.07,0.07,1.0
イメージ,5,0.01,0.07,0.07,1.0
扉,5,0.01,0.07,0.07,1.0
l,5,0.01,0.07,0.07,1.0
字,5,0.01,0.07,0.07,1.0
まま,5,0.01,0.07,0.07,1.0
ゲスト,5,0.01,0.01,0.07,5.0
計算,5,0.01,0.07,0.07,1.0
漁師,5,0.01,0.04,0.07,1.66
全国,5,0.01,0.06,0.07,1.25
甘み,5,0.01,0.07,0.07,1.0
助六,5,0.01,0.06,0.07,1.25
根室,5,0.01,0.04,0.07,1.66
木更津,5,0.01,0.06,0.07,1.25
仕込み,5,0.01,0.07,0.07,1.0
完成,5,0.01,0.07,0.07,1.0
サービス,5,0.01,0.07,0.07,1.0
ごと,5,0.01,0.06,0.07,1.25
確認,5,0.01,0.07,0.07,1.0
仕入れ,5,0.01,0.04,0.07,1.66
後半,5,0.01,0.06,0.07,1.25
きん,5,0.01,0.04,0.07,1.66
人生,5,0.01,0.07,0.07,1.0
姿,5,0.01,0.07,0.07,1.0
入り,5,0.01,0.04,0.07,1.66
白木,5,0.01,0.06,0.07,1.25
どこ,5,0.01,0.07,0.07,1.0
器,5,0.01,0.07,0.07,1.0
紫,5,0.01,0.07,0.07,1.0
存在,5,0.01,0.04,0.07,1.66
酸味,5,0.01,0.04,0.07,1.66
たん,5,0.01,0.07,0.07,1.0
とおり,5,0.01,0.03,0.07,2.5
ミネラル,5,0.01,0.06,0.07,1.25
見事,5,0.01,0.07,0.07,1.0
精米,5,0.01,0.01,0.07,5.0
歩合,5,0.01,0.01,0.07,5.0
酒造,5,0.01,0.01,0.07,5.0
羽田,5,0.01,0.06,0.07,1.25
富山,5,0.01,0.07,0.07,1.0
納得,5,0.01,0.07,0.07,1.0
だし,5,0.01,0.07,0.07,1.0
そこ,5,0.01,0.07,0.07,1.0
産地,5,0.01,0.07,0.07,1.0
冷酒,5,0.01,0.03,0.07,2.5
等,5,0.01,0.03,0.07,2.5
帆,5,0.01,0.03,0.07,2.5
立,5,0.01,0.03,0.07,2.5
ねぎ,5,0.01,0.03,0.07,2.5
/【,5,0.01,0.01,0.07,5.0
適切,5,0.01,0.04,0.07,1.66
僕,5,0.01,0.01,0.07,5.0
娘,5,0.01,0.01,0.07,5.0
天ぷら,5,0.01,0.04,0.07,1.66
仕方,4,0.01,0.04,0.06,1.33
2008,4,0.01,0.04,0.06,1.33
留萌,4,0.01,0.06,0.06,1.0
モンラッシェ,4,0.01,0.04,0.06,1.33
終了,4,0.01,0.04,0.06,1.33
抹茶,4,0.01,0.06,0.06,1.0
bottan,4,0.01,0.03,0.06,2.0
puligny,4,0.01,0.03,0.06,2.0
2010,4,0.01,0.04,0.06,1.33
cru,4,0.01,0.03,0.06,2.0
松葉,4,0.01,0.04,0.06,1.33
・,4,0.01,0.06,0.06,1.0
日本一,4,0.01,0.06,0.06,1.0
配慮,4,0.01,0.06,0.06,1.0
いつ,4,0.01,0.06,0.06,1.0
おもてなし,4,0.01,0.06,0.06,1.0
伺い,4,0.01,0.03,0.06,2.0
v,4,0.01,0.04,0.06,1.33
先日,4,0.01,0.06,0.06,1.0
近く,4,0.01,0.06,0.06,1.0
[,4,0.01,0.01,0.06,4.0
風味,4,0.01,0.06,0.06,1.0
星,4,0.01,0.04,0.06,1.33
繊細,4,0.01,0.06,0.06,1.0
厚み,4,0.01,0.06,0.06,1.0
鯵,4,0.01,0.06,0.06,1.0
進化,4,0.01,0.04,0.06,1.33
特筆,4,0.01,0.06,0.06,1.0
勝浦,4,0.01,0.06,0.06,1.0
一見,4,0.01,0.04,0.06,1.33
一言,4,0.01,0.06,0.06,1.0
点数,4,0.01,0.04,0.06,1.33
06,4,0.01,0.01,0.06,4.0
現在,4,0.01,0.03,0.06,2.0
機会,4,0.01,0.04,0.06,1.33
相手,4,0.01,0.06,0.06,1.0
１月,4,0.01,0.04,0.06,1.33
09,4,0.01,0.01,0.06,4.0
一時,4,0.01,0.03,0.06,2.0
河豚,4,0.01,0.04,0.06,1.33
海,4,0.01,0.06,0.06,1.0
生ビール,4,0.01,0.06,0.06,1.0
手間,4,0.01,0.04,0.06,1.33
表現,4,0.01,0.04,0.06,1.33
枚,4,0.01,0.06,0.06,1.0
合間,4,0.01,0.04,0.06,1.33
多数,4,0.01,0.03,0.06,2.0
振り,4,0.01,0.06,0.06,1.0
松茸,4,0.01,0.06,0.06,1.0
話,4,0.01,0.04,0.06,1.33
半分,4,0.01,0.06,0.06,1.0
泡,4,0.01,0.04,0.06,1.33
外観,4,0.01,0.06,0.06,1.0
窓,4,0.01,0.04,0.06,1.33
造り,4,0.01,0.04,0.06,1.33
知床,4,0.01,0.04,0.06,1.33
真鯛,4,0.01,0.03,0.06,2.0
えび,4,0.01,0.06,0.06,1.0
特徴,4,0.01,0.06,0.06,1.0
斬新,4,0.01,0.06,0.06,1.0
都内,4,0.01,0.06,0.06,1.0
春,4,0.01,0.04,0.06,1.33
流れ,4,0.01,0.04,0.06,1.33
少量,4,0.01,0.06,0.06,1.0
曰く,4,0.01,0.03,0.06,2.0
旨み,4,0.01,0.04,0.06,1.33
一貫,4,0.01,0.04,0.06,1.33
構成,4,0.01,0.06,0.06,1.0
上質,4,0.01,0.06,0.06,1.0
瞬間,4,0.01,0.06,0.06,1.0
焦げ,4,0.01,0.04,0.06,1.33
非常,4,0.01,0.04,0.06,1.33
主張,4,0.01,0.04,0.06,1.33
顎,4,0.01,0.03,0.06,2.0
リング,4,0.01,0.03,0.06,2.0
弾力,4,0.01,0.03,0.06,2.0
