オートロック,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鮨一,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ワールドワイド,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
日本酒,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かぶら蒸し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カワハギ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酒盗,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ノドグロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
喉黒,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かっぱ巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かっぱまき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
無形文化遺産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
桶長,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酒蒸し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蕪蒸し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
摺流し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すり流し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
あんきも,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
あん肝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カマス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
桜煮,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
戻り鰹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
戻りがつお,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
戻りガツオ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
シマアジ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さいまき海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さいまきエビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さいまきえび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
サイマキエビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
サイマキ海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
サイマキえび,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
摺り下ろし,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すり下ろし,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
縞鯵,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
紫ウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
むらさきウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
紫雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
むらさき海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
紫海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ムラサキウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ムラサキうに,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ムラサキ雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ムラサキ海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
むらさき雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
むらさきうに,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
炊き具合,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
漬けマグロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カスゴ鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
きんき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
だるまイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
玉締め,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
つくね芋,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
煮切り,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
煮キリ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酢味噌,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かねさか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
初音鮨,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大七福島,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
とり貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鉄火巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
エントランス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白酢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
佳店,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鮨さがね,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
インターフォン,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酢飯,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ミルガイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ミル貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
黒胡麻,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
グラスシャンパン,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鍋島,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
黒アワビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
黒鮑,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
晩御飯,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かぶら蒸し,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
堀北真希,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
食べログ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
八幡巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
フックラ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ほたるいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蟹しんじょう,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カニしんじょう,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
矢張り,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すみイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すみいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
車エビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
車海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
クルマエビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
水なす,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
水茄子,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
水ナス,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
剣先いか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
剣先イカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
剣先烏賊,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ケンサキイカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
印籠詰,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
印籠詰め,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ワラ焼き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
藁焼き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤ウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
アカウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
駄々茶豆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
だだ茶豆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
食感,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
くちこ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ひもきゅう,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
馬糞海胆,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
馬糞ウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
馬糞雲丹,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カマトロ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
バフンウニ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蝦夷アワビ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蝦夷鮑,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
コハダ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
小肌,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
純米,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
マイクロトマト,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蔵心,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
伯楽星,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
純吟,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
トロ巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
日本酒,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
トラフグ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白ワイン,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤ワイン,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カニ味噌,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カニみそ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
はまぐり,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さいとう,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
しんいか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
油揚げ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
油あげ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
おこげ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤貝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白シャリ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤シャリ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白しゃり,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
赤しゃり,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大とろ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
中とろ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酢じめ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
酢締め,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
青森産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
山口仙崎産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
神奈川佐島産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
三陸沖産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
三陸産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
千葉銚子産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
東京湾産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
八幡浜産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
宮崎日向灘産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
銚子産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
佐島産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
仙崎産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
宮崎産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
能登産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
舞鶴産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
九州産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
淡路島産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大分産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
昆布森産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
八幡産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
津島産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
海外産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
唐津産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
穴道湖産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
琵琶湖産,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すきやばし次郎,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
すきやばし二郎,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
蒸し鮑,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
握り,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
焼き蛤,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ブレンド米,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
つまみ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
強め,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
はるたか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
一粒,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ひと粒一粒,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かすご,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カスゴ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
春子鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かすご鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カスゴダイ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
カスゴ鯛,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白烏賊,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白いか,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
白イカ,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
雑味,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
垢穢,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
稚鮎,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ウニ海苔巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
うに海苔巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
うにのりまき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ウニのりまき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
雲丹海苔巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
海胆海苔巻き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
雲丹のりまき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
海胆のりまき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ウニ海苔巻,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
うに海苔巻,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
雲丹海苔巻,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
海胆海苔巻,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
細魚,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
さより,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
利き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大満足,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
大失敗,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
湯引き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
鮟肝,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
芝海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
玉芝海老,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
コドリー街,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
番手,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
隠し包丁,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
かくし包丁,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
包丁捌き,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
包丁さばき,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
とろたく,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
繊維質,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
ゼラチン質,1234,1234,0,名詞,一般,*,*,*,*,not,not,not
