頻出単語,出現回数
訪問,3
カレイ,3
驚き,3
清らか,3
味わい,3
出す,3
くれ,3
部位,3
お断り,3
近海,3
特に,3
だろ,3
違う,3
だけ,3
こう,3
こり,3
とても,3
行っ,3
東京,3
instagram,2
pateknautilus,2
なっ,2
以前,2
違い,2
比べ,2
変わる,2
頂き,2
しまい,2
れい,2
三厩,2
ヒモ,2
しんい,2
淡路,2
出汁,2
たま,2
干瓢,2
デザート,2
*´,2
｀),2
以上,2
握る,2
新鮮,2
良質,2
強く,2
適度,2
部分,2
とろける,2
多く,2
入れ,2
しまう,2
摘み,2
格別,2
沢山,2
余市,2
濃厚,2
柔らか,2
ばかり,2
美味しい,2
持っ,2
いたし,2
ホシガレイ,2
大阪,2
芝海老,2
おぼろ,2
巻物,2
ドリンク,2
お昼,2
今回,2
いただく,2
継承,2
焼き物,2
いわし,2
おお,2
まろやか,2
贅沢,2
すみ,2
いか,2
終わり,2
あなご,2
特別,2
いただき,2
悶絶,2
完成,2
技術,2
今年,2
いっぱい,2
引退,2
さすが,2
凛と,2
使わ,2
店内,2
格式,2
美しい,2
場所,2
思っ,2
ランチ,2
程度,2
アワビ,2
すじ,2
しい,2
エビ,2
完璧,2
いっ,2
とにかく,2
小ぶり,2
温度,2
加減,2
ちょうど,2
引き立てる,2
やや,2
低め,2
不思議,2
究極,2
別格,2
色んな,2
アテ,2
印象,2
普通,2
言っ,2
無く,2
半分,2
なし,2
のみ,2
サロン,2
敷居,2
(^^;,2
丁寧,2
透明,2
マコガレイ・・・,2
もち,2
蛇腹,2
切り,2
旨み,2
こんな,2
～★,2
ご飯,2
楽しみ,2
いく,2
ふくよか,2
輪郭,2
非常,2
切りつけ,2
滋味,2
香る,2
＼(^,2
素敵,2
桑名,2
浅利,2
澄まし汁,2
出し,2
ダネ,2
千葉,2
赤穂,2
しら,2
さわやか,2
楽しま,2
分かり,2
経験,2
みたい,2
基本,2
仕入れ,2
心配,2
ため,2
寝かせ,2
漁師,2
通っ,2
らしい,2
行く,2
出さ,2
解ける,2
もらえ,2
けれど,2
多い,2
気持ち,2
関係,2
知り合い,2
是非,2
丁目,2
にくい,2
ひっそり,2
飛び込ん,2
種類,2
以外,2
少なく,2
常連,2
知ら,2
いや,2
なくっ,2
ちゃ,2
ながら,2
白身,2
)。,2
実感,2
ああ,2
こういう,2
ところ,2
いつか,2
うれしい,2
大好き,2
ファン,2
必ず,2
たく,2
ついに,2
たら,2
入り,2
全て,2
今日,2
記述,2
居心地,2
意味,2
買っ,2
最近,2
ごく,2
限ら,2
https,1
www,1
何だかんだ,1
前回,1
変わら,1
見つけ,1
伺っ,1
無かっ,1
同じ,1
無い,1
買わ,1
何等,1
変わっ,1
おり,1
代わる,1
会計,1
金額,1
特徴,1
有る,1
本手,1
返し,1
思わず,1
見とれ,1
なお,1
下記,1
とおり,1
唐津,1
あか,1
以下,1
ほし,1
あかう,1
市場,1
水揚げ,1
人気,1
輩出,1
扱う,1
優しく,1
込める,1
引き込ま,1
美し,1
しく,1
カッコイイ,1
青森,1
ヶ所,1
あっさり,1
深み,1
イチ,1
オシ,1
のる,1
瞬間,1
とろけ,1
楽しむ,1
～♪,1
産地,1
コク,1
魅力,1
自信,1
品書き,1
馬糞,1
八海山,1
吟醸,1
平貝,1
身中,1
あさり,1
吸い物,1
アオリイカ,1
シマ,1
組み合わせ,1
カステラ,1
っぽい,1
カッパ,1
シャインマスカット,1
その他,1
正式,1
済ませ,1
範彦,1
えん,1
げそ,1
くろ,1
キロ,1
珍しい,1
抜群,1
移行,1
いきなり,1
スタート,1
最も,1
気に入っ,1
広がり,1
ゅうとろ,1
ゅうとろちゅうとろ,1
うち,1
かすみ,1
しめ,1
函館,1
むら,1
さき,1
しんこ,1
ゅうとろさらに,1
なんと,1
貫目,1
含め,1
通常,1
セオリー,1
でれ,1
直後,1
ひときわ,1
輝き,1
放つ,1
違っ,1
運ば,1
乗っ,1
タレ,1
融合,1
寸前,1
涼やか,1
冷や,1
平治,1
ずつ,1
けれん,1
みの,1
まっすぐ,1
正統,1
徹底,1
凄み,1
何より,1
ただただ,1
うなずく,1
伝統,1
ご馳走様,1
付記,1
方向,1
もう一度,1
数寄屋橋,1
エリア,1
駐車,1
いまいち,1
ふんだんに,1
手入れ,1
氷室,1
茶褐色,1
店主,1
お気に入り,1
特注,1
なぜ,1
ソファー,1
物置,1
ほう,1
サービス,1
税別,1
番手,1
かた,1
くれる,1
かの,1
煮物,1
新子,1
上質,1
さっぱり,1
効い,1
どけ,1
さえ,1
すっと,1
溶け込み,1
混然,1
一体,1
うまみ,1
週間,1
際立っ,1
焼い,1
香ばしく,1
甘く,1
程よい,1
歯ごたえ,1
ふんわり,1
握ら,1
人肌,1
感じる,1
多かっ,1
昼夜,1
可能,1
聞か,1
答え,1
取れ,1
接客,1
所作,1
つか,1
会話,1
好み,1
値段,1
張る,1
味わえ,1
一番,1
モノ,1
洗練,1
一生,1
形容,1
あまり,1
感じ取れ,1
刺身,1
ツマミ,1
シーズン,1
のに,1
昇華,1
タネ,1
意図,1
表現,1
ボヤけ,1
わさび,1
さび,1
やし,1
新進,1
気鋭,1
てる,1
ホンマに,1
不可,1
品数,1
嫌い,1
コゲ,1
賛否,1
両論,1
食事,1
飲み食い,1
友人,1
会員,1
ハイ,1
方々,1
まるっきり,1
激高,1
正直,1
感想,1
歩き,1
はじめ,1
とうとう,1
内心,1
一抹,1
不安,1
恥ずかし,1
思い切っ,1
突撃,1
電話,1
受け答え,1
すっかり,1
魅了,1
最高峰,1
常備,1
目指し,1
三重,1
レイ,1
使う,1
王様,1
ガレイ,1
あふれる,1
つける,1
さらに,1
突き抜け,1
(^_-)★,1
漂い,1
トリ,1
愛媛,1
凄かっ,1
)★,1
三宅,1
醤油,1
さっと,1
塗っ,1
サーロイン,1
思わ,1
せる,1
(^.^),1
深い,1
ロト,1
東沢,1
水産,1
まずは,1
そのまま,1
透き通る,1
後味,1
残り,1
絡め,1
塩気,1
伴っ,1
浮かび上がり,1
辛口,1
ども,1
呑み,1
やすく,1
口当たり,1
癒さ,1
薄く,1
ドライ,1
切れ,1
ギュッ,1
詰まっ,1
さり気,1
穏やか,1
重ね,1
引い,1
クリア,1
^)／！,1
清楚,1
キレ,1
幸せ,1
余計,1
最大限,1
尊重,1
名残,1
ぷっくり,1
いきま,1
噛み締める,1
奥底,1
しみ,1
笑み,1
こぼれ,1
鼻腔,1
残る,1
忘れ,1
段階,1
ほんのり,1
白濁,1
熊本,1
溢れ,1
身体,1
温め,1
ほんと,1
)【,1
絶句,1
弾力,1
かま,1
どこ,1
しなやか,1
仕上がり,1
ふっくら,1
寄り添い,1
(^_^)⚫,1
勝山,1
アオリ・・・,1
甘い,1
上顎,1
閖上,1
ミル,1
磯臭,1
微塵,1
苦手,1
大丈夫,1
先程,1
分厚く,1
凄まじい,1
(^_-)⚫,1
嬉しい,1
予定,1
余っ,1
小さい,1
秀逸,1
(^.^)⚫,1
ワンダーランド,1
^)／⚫,1
きゅうり,1
ひとつひとつ,1
ストレート,1
ぴょうも,1
味付け,1
存分,1
ポーション,1
かなり,1
小さく,1
繊細,1
引き出し,1
ピタリ,1
ハマり,1
(^_-),1
開ける,1
どう,1
～※,1
写真,1
禁止,1
ざる,1
確か,1
備え,1
しかしながら,1
最強,1
取引,1
品質,1
no,1
今後,1
きわめて,1
状況,1
考える,1
常に,1
状態,1
安定,1
こそ,1
何とか,1
継続,1
提供,1
続け,1
欲しい,1
たまらなく,1
美味し,1
タイミング,1
頂け,1
越え,1
あぶり,1
どんな,1
焼肉,1
かなわ,1
扱える,1
高度,1
輸送,1
支える,1
そういった,1
ルート,1
不滅,1
なれ,1
すぎる,1
水銀,1
摂取,1
影響,1
やすい,1
一種,1
妊婦,1
お子さん,1
要注意,1
価格,1
先付け,1
よほど,1
品物,1
いえ,1
刺し身,1
入っ,1
想像,1
まずい,1
時期,1
問わ,1
思え,1
ひどい,1
手さばき,1
立ち居,1
振る舞い,1
手元,1
ぐしゃぐしゃ,1
ちょっと,1
感覚,1
判っ,1
いう,1
みかん,1
ゼリー,1
水分,1
グチャ,1
たまたま,1
合わせ,1
まずかっ,1
すれ,1
多大,1
期待,1
いつ,1
なけれ,1
いけ,1
評価,1
すみません,1
藤本,1
通い,1
詰め,1
評判,1
お代,1
逸話,1
残っ,1
辞め,1
移っ,1
来ら,1
一応,1
必要,1
路地,1
佇ん,1
看板,1
真に,1
控えめ,1
気楽,1
伺える,1
まず,1
来る,1
入ら,1
立派,1
長く,1
厚い,1
見る,1
往時,1
偲ば,1
脇役,1
おっしゃる,1
決まる,1
始まり,1
流れ,1
ともかく,1
割合,1
高く,1
占め,1
すべて,1
どの,1
物足りない,1
知れ,1
オーラ,1
好き嫌い,1
はっきり,1
分かれる,1
世話好き,1
通し,1
たち,1
直ぐ,1
打ち解け,1
ダメ,1
司っ,1
食い,1
完全,1
落第,1
かわり,1
ちゃう,1
なにせ,1
脂っこく,1
深く,1
なに,1
目利き,1
ほか,1
方法,1
文化,1
政治,1
芸術,1
愛さ,1
裁き,1
話題,1
はじめて,1
なるほど,1
料金,1
決まっ,1
おら,1
いわ,1
支払う,1
なかっ,1
まぁ,1
小路,1
たたずむ,1
通り過ぎ,1
掃除,1
行き届き,1
空気,1
ぴんと,1
張り詰め,1
教科書,1
ビール,1
飲み,1
っと,1
歯応え,1
びっしり,1
海草,1
生え,1
こぶし,1
中間,1
季節,1
大振り,1
白魚,1
でる,1
パイナップル,1
フレーヴァー,1
本当,1
ふわっと,1
ほろり,1
さばけ,1
とともに,1
消え,1
またまた,1
シアワセ,1
イカ,1
茹で,1
続き,1
アナゴ,1
ふわり,1
ほぐれ,1
果物,1
ころ,1
夢見心地,1
堪能,1
しょっちゅう,1
そういう,1
行か,1
辛い,1
次に,1
行ける,1
さて,1
なぁ,1
･･･(,1
今夜,1
見よ,1
画像,1
ずらり,1
並べ,1
http,1
akikotomoda,1
blogspot,1
blog,1
post,1
html,1
久しぶり,1
最初,1
持ち,1
みずみずしく,1
すっきり,1
ぷりっぷり,1
ゆり,1
あげ,1
感激,1
来れ,1
終了,1
夏休み,1
まとめ,1
口コミ,1
皆様,1
役に立て,1
ほとんど,1
読破,1
運ぶ,1
熱烈,1
読む,1
出れ,1
立ち寄っ,1
仕方,1
やって来,1
去年,1
初旬,1
買い物,1
みよ,1
勢い,1
おかみ,1
連れ,1
少なから,1
ください,1
一言,1
踏み入れ,1
端正,1
佇まい,1
冷凍,1
ケース,1
舞台,1
ふと,1
連想,1
料理,1
お願い,1
うわさ,1
ぐらい,1
わかく,1
次郎,1
時間,1
過ごす,1
生き,1
良かっ,1
追憶,1
現在,1
翌日,1
部活,1
大会,1
前日,1
知人,1
来店,1
暖簾,1
くぐっ,1
アナログ,1
記し,1
訪れ,1
にとって,1
緊張,1
漂っ,1
人柄,1
自然,1
醸し出し,1
"""、",1
トコブシ,1
直球,1
勝負,1
仕事,1
処理,1
手当て,1
良く,1
あたりまえ,1
逢え,1
ほぼ,1
毎回,1
惚れ惚れ,1
購入,1
体力,1
窺い,1
知る,1
お客様,1
客層,1
得る,1
ワイワイガヤガヤ,1
楽しい,1
過ごさ,1
店舗,1
取り,1
ヶ月,1
おそらく,1
含ま,1
聞い,1
年賀状,1
付き合い,1
なり,1
つつ,1
あの,1
味わっ,1
大胆,1
捨てる,1
エコ,1
コスパ,1
おすすめ,1
禁煙,1
吸わ,1
凄く,1
揃っ,1
