頻出単語,出現回数
きちんと,5
伝わっ,5
たん,5
たま,5
しっとり,5
とおり,5
ミネラル,5
見事,5
精米,5
歩合,5
酒造,5
羽田,5
富山,5
納得,5
に対する,5
楽しめ,5
まったく,5
そこ,5
思わ,5
喜ん,5
産地,5
持っ,5
冷酒,5
ねぎ,5
悪く,5
小さな,5
/【,5
適切,5
寝かせ,5
天ぷら,5
おいしかっ,5
仕方,4
入ら,4
留萌,4
モンラッシェ,4
終了,4
抹茶,4
bottan,4
いよいよ,4
puligny,4
cru,4
消え,4
合い,4
松葉,4
あぁ,4
日本一,4
配慮,4
分かり,4
まさに,4
いつ,4
分から,4
けれど,4
まいり,4
おもてなし,4
楽しま,4
一度,4
先日,4
近く,4
いただける,4
風味,4
繊細,4
厚み,4
進化,4
特筆,4
べき,4
勝浦,4
更に,4
実は,4
比べ,4
一見,4
ねぇ,4
一言,4
あまりに,4
素晴らしかっ,4
伺え,4
点数,4
こそ,4
早く,4
現在,4
機会,4
相手,4
出来る,4
しよ,4
少々,4
一時,4
河豚,4
生ビール,4
新しい,4
手間,4
表現,4
楽しめる,4
合間,4
多数,4
振り,4
松茸,4
やや,4
半分,4
もう少し,4
外観,4
明るい,4
造り,4
知床,4
真鯛,4
えび,4
でる,4
とろける,4
特徴,4
いく,4
甘く,4
斬新,4
しばらく,4
減らす,4
いれ,4
都内,4
少量,4
曰く,4
旨み,4
思える,4
一貫,4
とも,4
構成,4
知り合い,4
上質,4
瞬間,4
高く,4
安い,4
非常,4
分け,4
始まる,4
主張,4
さらに,4
リング,4
まるで,4
弾力,4
ねっとり,4
オレンジ,4
沢山,4
イタリアン,4
アナゴ,4
焼い,4
静か,4
飲み物,4
どんどん,4
飲め,4
気仙沼,4
豊か,4
登場,4
すっきり,4
青森,4
函館,4
びれ,4
まだまだ,4
近い,4
わかり,4
卵巣,4
はがし,4
決して,4
同様,4
牡丹,4
にとって,4
みたい,4
ふん,4
牛蒡,4
箸休め,4
真摯,4
だって,4
毛ガニ,4
含め,4
訪れる,4
清潔,4
がち,4
化学,4
情熱,4
はじめて,4
通常,4
最大限,4
やっ,4
おなか,4
技術,4
アップ,4
家族,4
さば,4
いか,4
長野,4
独創,4
センス,4
目配り,4
調理,4
ちゃう,4
自体,4
平均,4
細かい,4
刺身,4
覚え,4
見え,4
くださっ,4
ホント,4
きり,4
別々,4
はぎ,4
○/【,4
面白い,4
ディナー,4
火入れ,4
やすい,4
味わう,4
空い,4
時点,4
とにかく,4
すごく,4
牡蠣,4
そこそこ,4
茶碗蒸し,4
青空,4
クリスマス,4
実現,3
ようやく,3
無理,3
驚い,3
ムルソー,3
特別,3
鰹節,3
メルロー,3
生酒,3
カザフスタン,3
スミイカ,3
攻め,3
何より,3
久しぶり,3
champagne,3
louis,3
宍道湖,3
les,3
corton,3
charlemagne,3
grand,3
du,3
広がり,3
トラ,3
長崎,3
あら,3
甘味,3
濾過,3
佐賀,3
そんなに,3
有名,3
価格,3
フルコース,3
品々,3
用意,3
対応,3
独り占め,3
握ら,3
作り,3
なさっ,3
ちなみに,3
年間,3
楽しく,3
ナマコ,3
みなさん,3
過去,3
関係,3
余裕,3
フレンチ,3
天然,3
通い,3
気分,3
高野,3
大原,3
ふわふわ,3
混ぜ,3
龍神,3
感心,3
バタールモンラッシェ,3
驚かさ,3
代わり,3
について,3
カニ,3
通し,3
ほた,3
微妙,3
金持ち,3
載せ,3
知れ,3
リハビリ,3
店長,3
テンション,3
セレクト,3
次に,3
支店,3
頂ける,3
せい,3
詳細,3
キンキ,3
頑張っ,3
染み,3
ダメ,3
酔い,3
かつ,3
流石,3
少なめ,3
魚介,3
エキス,3
発想,3
伺わ,3
言い,3
まぁ,3
休暇,3
酔っ,3
行か,3
会社,3
水分,3
抜い,3
貸切,3
合わ,3
リラックス,3
暫し,3
次々,3
インパクト,3
衝撃,3
長く,3
料金,3
今後,3
取ら,3
ガラス,3
工夫,3
流氷,3
千倉,3
さより,3
ゃり,3
すぎる,3
使い分け,3
いとう,3
繊維,3
稲荷,3
あろ,3
最も,3
譲っ,3
始まっ,3
我々,3
挨拶,3
ものの,3
出る,3
足り,3
ブレンド,3
意外,3
びっくり,3
厚く,3
その他,3
そういう,3
味醂,3
本来,3
昼夜,3
未だ,3
ぴったり,3
させ,3
評判,3
チョイス,3
頂け,3
余韻,3
抜群,3
価値,3
もはや,3
酒好き,3
利用,3
だそ,3
若干,3
いつの間にか,3
いただく,3
ものすごく,3
塩分,3
またまた,3
口コミ,3
生き,3
引き出す,3
調味,3
なお,3
前日,3
お迎え,3
ドキドキ,3
ペースト,3
あわび,3
チーズ,3
体験,3
コラボ,3
ほしい,3
かみさん,3
見た目,3
ツブ,3
こういう,3
とろけ,3
深い,3
位置,3
赤い,3
止まら,3
研究,3
具合,3
古米,3
たく,3
隔て,3
すぐ,3
コク,3
確か,3
大分,3
まず,3
とっても,3
お話し,3
始め,3
引き立てる,3
ほのか,3
つくさ,3
美味,3
ひらめ,3
おすすめ,3
わかる,3
見せ,3
柔らかい,3
ロゼ,3
間違い,3
裏漉し,3
完璧,3
すかさず,3
%　,3
rose,3
語り,3
知り,3
合計,3
中旬,3
)◎「,3
」◯「,3
新規,3
すら,3
豊富,3
話題,3
苦手,3
再び,3
食べ物,3
うーん,3
ワクワク,3
提案,3
昨年,3
珍味,3
酒肴,3
ホスピタリティ,3
教え,3
評価,3
尽くし,3
進む,3
さり,3
ひと,3
職人,3
味見,3
はら,3
うれしい,3
丁度,3
はじめ,3
つみれ,3
海水,3
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊,3
銀座,3
以前,3
女子,3
かかっ,3
酒飲み,3
とれ,3
多少,3
演出,3
なぜ,3
白い,3
ほう,3
高かっ,3
お待ち,3
簡単,3
日常,3
毎日,3
興味,3
なー,3
よし,3
作っ,3
全部,3
塩味,3
すり身,3
下北半島,3
どうして,3
おいし,3
に関する,3
出会え,3
うまみ,3
現代,3
やわらかい,3
さんま,3
あかう,3
名前,3
両方,3
まつ,3
たけ,3
大きな,3
カン,3
世界中,3
庶民,3
育て,3
ねー,3
諦め,3
出張,3
ココ,3
出す,3
ひろし,3
夫婦,3
のばし,3
ツメ,3
絶対,3
難しい,3
状況,3
味付け,3
金額,3
早速,3
ゆったり,3
シャーベット,3
回転,3
タイプ,3
多分,3
マコガレイ,3
リース,3
板前,3
落ち着い,3
〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜,3
崩さ,2
上がっ,2
鹿児島,2
ピュリニィ,2
平成,2
ベルーガ,2
反則,2
悶絶,2
出水,2
タイ,2
ヒラメ,2
クリスタル,2
やる,2
意見,2
ずいぶん,2
健康,2
ーーーーーーーーーーーーー,2
開始,2
etienne,2
sauzet,2
ピッタリ,2
中間,2
すると,2
鳥取,2
口直し,2
美山,2
原酒,2
ruchottes,2
clos,2
brut,2
終わり,2
待た,2
頼ん,2
たまたま,2
ラッキー,2
空け,2
いただけ,2
赤ワイン,2
おしゃべり,2
食し,2
別れ,2
本店,2
離れ,2
元気,2
営業,2
いたし,2
移り,2
育成,2
精進,2
閉じ,2
指導,2
安心,2
選択,2
立てる,2
戻っ,2
変わら,2
★★★★★,2
変更,2
ついつい,2
注い,2
(*^^),2
通わ,2
大丈夫,2
くつろい,2
賛否,2
両論,2
ぜひ,2
知識,2
]○,2
定置,2
)○,2
発泡,2
滑らか,2
山田,2
磯辺,2
不味い,2
残し,2
ご馳走さま,2
jr,2
中央,2
歩い,2
何処,2
負け,2
きっと,2
初旬,2
かに,2
はま,2
ほか,2
つぶ,2
そちら,2
～♪【,2
グルメ,2
リクエスト,2
応じ,2
飲める,2
ちゃ,2
オープン,2
下がり,2
悪い,2
うるさい,2
不在,2
会い,2
情報,2
折角,2
ゆっくり,2
下さい,2
欲しい,2
結論,2
祝い,2
関西,2
赤坂,2
別物,2
(>_<),2
大きく,2
ましょ,2
限ら,2
以降,2
ｋｇ,2
済ませ,2
感激,2
恵まれ,2
多め,2
イクラ,2
御飯,2
単純,2
伝わり,2
欠け,2
御馳走様,2
^)/,2
検診,2
高め,2
土曜日,2
多かっ,2
のり,2
金沢,2
無かっ,2
勘定,2
ジャスト,2
異動,2
土日,2
早々,2
ラインナップ,2
（≧∇≦）,2
普段,2
越え,2
ちゃい,2
明日,2
頑張れ,2
付け,2
参り,2
´▽｀),2
控え,2
キロ,2
オーバー,2
パンパン,2
やっとこ,2
巡り,2
伝える,2
絶賛,2
すき,2
長い,2
取れる,2
いたっ,2
明るく,2
石垣島,2
那智勝浦,2
葛餡,2
がけ,2
玄界灘,2
野付,2
帰っ,2
固め,2
少なく,2
素晴らしく,2
共通,2
ぴょうの,2
一生,2
開ける,2
暖簾,2
いえ,2
ススメ,2
はた,2
途中,2
配り,2
中盤,2
っぽい,2
一部,2
いずれ,2
込ん,2
大事,2
書き,2
連続,2
想定,2
小さめ,2
マイルド,2
控えめ,2
ねた,2
白身,2
過度,2
買い付け,2
いくつ,2
ルート,2
開拓,2
強烈,2
ブランド,2
江戸,2
つい,2
やら,2
謙虚,2
感銘,2
シャルドネ,2
愛媛,2
福島,2
岐阜,2
貴重,2
クワ,2
場所,2
徒歩,2
小さく,2
書か,2
洗練,2
タタキ,2
表面,2
シャトーマルゴー,2
山葵,2
ランチタイム,2
充分,2
苦笑,2
気軽,2
下さる,2
お世話,2
行き届い,2
猪口,2
冒頭,2
素晴らし,2
可能,2
スッキリ,2
ナプキン,2
しゃぶしゃぶ,2
初鰹,2
歯ごたえ,2
嫌い,2
かける,2
あまい,2
ジューシー,2
高知,2
シメ,2
光り,2
余熱,2
マンゴー,2
部位,2
鮮やか,2
海外,2
築地,2
ブドウ,2
凄く,2
変わり,2
あっという間,2
-------------------------,2
がい,2
ドア,2
着席,2
作品,2
ボリューム,2
サバ,2
あふれ,2
ふっ,2
押し,2
超える,2
マジック,2
年内,2
やっと,2
良好,2
落ち着き,2
ほぐれ,2
意外と,2
それにしても,2
たまり,2
フォワグラ,2
乗っ,2
思え,2
らしく,2
出迎え,2
個性,2
つもり,2
努力,2
使い,2
試行錯誤,2
結果,2
濾し,2
かしら,2
撮り,2
芸術,2
書い,2
メニュー,2
＾-＾）,2
溶け,2
香ばし,2
揚げ物,2
パリッ,2
紅葉,2
落とし,2
バフン,2
立ち,2
下さっ,2
今や,2
だいぶ,2
とっ,2
おき,2
通る,2
プラチナ,2
チケット,2
そわそわ,2
気さく,2
話しかけ,2
経っ,2
温かい,2
定休,2
増やし,2
ますます,2
誓い,2
合え,2
たたき,2
香ばしい,2
きつく,2
柔らか,2
ぷりぷり,2
あげ,2
すし飯,2
ごく,2
酔わ,2
ソーテルヌ,2
最低限,2
うっとり,2
舎利,2
しみじみ,2
調和,2
卵焼き,2
新宿,2
fils,2
戻り,2
ムラサキ,2
福井,2
latour,2
天草,2
あじ,2
がり,2
則し,2
研鑽,2
留年,2
)◯「,2
～◎「,2
小樽,2
赤ちゃん,2
しゃこ,2
おちょこ,2
頑張ろ,2
広々,2
紋別,2
釧路,2
観察,2
感想,2
真剣,2
なぜなら,2
止め,2
自信,2
日間,2
決め,2
地酒,2
魯山,2
難い,2
フランス,2
燻製,2
レアステーキ,2
和歌山,2
ほほ,2
むら,2
さき,2
顧客,2
度目,2
参照,2
来る,2
言える,2
大人,2
伝わる,2
美食,2
一昨年,2
ひとり,2
～！,2
湯のみ,2
選りすぐり,2
ひとつひとつ,2
書く,2
起き,2
埋まっ,2
相変わらず,2
原液,2
自ら,2
かかる,2
上げ,2
べし,2
おっしゃっ,2
想像,2
マッチング,2
増幅,2
天性,2
たしかに,2
一人ひとり,2
変化,2
精神,2
育っ,2
または,2
神業,2
自然,2
進ん,2
独自,2
くだ,2
座っ,2
終える,2
合っ,2
ひたすら,2
終盤,2
多々,2
いわゆる,2
必ず,2
切っ,2
極み,2
重ねる,2
背中,2
元旦,2
金華,2
すり,2
石川,2
高天,2
ぐる,2
づつ,2
リピート,2
はらみ,2
蒸しもの,2
すれ,2
はず,2
味わっ,2
ぼけ,2
調子,2
置い,2
委ね,2
できれ,2
続く,2
まずまず,2
ばっかり,2
平日,2
気味,2
なあ,2
女性,2
往来,2
誘わ,2
決まっ,2
心地,2
凛と,2
和風,2
選び,2
きっちり,2
わくわく,2
握る,2
過ごす,2
よっぽど,2
モノ,2
程よい,2
小ぶり,2
弱く,2
実際,2
みる,2
何とも,2
疑問,2
てらっ,2
向き合っ,2
終わる,2
白米,2
迷い,2
正に,2
自己,2
啓発,2
セミナー,2
設け,2
去年,2
青のり,2
抵抗,2
巻い,2
全般,2
もしか,2
青海苔,2
弱い,2
燻し,2
とろとろ,2
深み,2
与え,2
付き合い,2
どっち,2
海鼠,2
挟み,2
順当,2
なんとも,2
包ん,2
）/【,2
◎/【,2
】◎/【,2
）】○/【,2
ほぼ,2
とんでも,2
一流,2
歴史,2
やり,2
トップ,2
食器,2
呼ば,2
ほんの,2
極限,2
わさび,2
利い,2
脳天,2
強め,2
引き出さ,2
きゅうす,2
大きい,2
鶏卵,2
感覚,2
家康,2
好ん,2
らし,2
ほとんど,2
いわし,2
集まる,2
鳴門,2
薄い,2
東京湾,2
重ね,2
油揚げ,2
直前,2
やっぱ,2
明らか,2
理解,2
なにか,2
それだけ,2
明後日,2
オススメ,2
間違え,2
いろ,2
笑い,2
実感,2
すし,2
終わっ,2
先客,2
礼文島,2
横須賀,2
キス,2
壱岐,2
比較,2
にて,2
人柄,2
大切,2
一線,2
コラボレーション,2
こう,2
マリア,2
ジュ,2
的確,2
上手,2
文句,2
ワサビ,2
変える,2
気づい,2
すすむ,2
絨毯,2
臭み,2
意識,2
おもっ,2
魔法,2
ロゼワイン,2
初め,2
ピュア,2
立て,2
味つけ,2
配っ,2
おい,2
かぶっ,2
遠慮,2
帰る,2
行け,2
好む,2
ある程度,2
塩水,2
カラ,2
スミ,2
軟骨,2
ごぼう,2
とてつもなく,2
帰り際,2
画像,2
すでに,2
みんな,2
アンリジロー,2
グランクリュ,2
ランキング,2
大震災,2
味噌和え,2
帆立貝,2
圧倒的,2
軍配,2
医者,2
バイト,2
ファイター,2
やってき,1
欲しく,1
座る,1
ドンペリ,1
岸和田,1
コント,1
ラフォン,1
市場,1
チップ,1
キンメダイ,1
ドルーアン,1
白味噌,1
酒粕,1
雑煮,1
メチャクチャ,1
旨かっ,1
アン,1
コロッケ,1
エティエンヌ,1
ソゼ,1
金田,1
クロサンジャック,1
怒涛,1
アオヤギ,1
ガラッ,1
チェンジ,1
イカゲソ,1
つまん,1
たて,1
お祈り,1
instagram,1
優しい,1
近況,1
報告,1
互い,1
祝福,1
roederer,1
cristal,1
perrieres,1
folatieres,1
bonneau,1
martray,1
そこで,1
スーッ,1
カナッペ,1
フライ,1
堪え,1
pavillon,1
rouge,1
chateau,1
margaux,1
対馬,1
de,1
bortoli,1
black,1
noble,1
years,1
old,1
広がっ,1
不思議,1
深く,1
出羽,1
燦々,1
信州,1
分の,1
chambertin,1
des,1
monopole,1
armand,1
rousseau,1
jacques,1
selosse,1
ambonnay,1
le,1
bout,1
extra,1
家内,1
その間,1
いくらでも,1
半生,1
直ぐ,1
わたし,1
勝因,1
いらっしゃる,1
特色,1
充実,1
半端,1
卓越,1
オススメワイン,1
ひととき,1
キレイ,1
ごちそう様,1
戻ら,1
本人,1
嘆願,1
一旦,1
残さ,1
有る,1
ご存知,1
教育,1
様子,1
育ち,1
約束,1
手配,1
どうぞ,1
それとも,1
既に,1
(^^)/,1
期間,1
あけ,1
お目にかかっ,1
むしろ,1
おもい,1
ランク,1
さかな,1
アテ,1
ソーメン,1
コノコ,1
アツアツ,1
ごめんなさい,1
ーーーーー,1
コンスタント,1
当初,1
飽き,1
しよう,1
紳士,1
下がる,1
交通,1
機関,1
遅れ,1
関わら,1
事前,1
召し上がっ,1
!(^^)!」,1
きっ,1
超え,1
通り過ぎる,1
わたくし,1
皆様,1
踏み入れ,1
本当は,1
すごす,1
ぎてたまについていけないのが,1
マイナス,1
(*^_^*),1
餡掛け,1
ダヴィッド,1
クヴルール,1
ブランドブラン,1
通っ,1
全然,1
生臭く,1
噴火湾,1
雁木,1
活性,1
にごり,1
生原,1
含ま,1
拡がり,1
ドメーヌ・ジョマン,1
バタール・モンラッシェ,1
グラン・クリュ,1
混ぜる,1
遊歩,1
富津,1
香っ,1
あっさり,1
ローノワ・ペール・エ・フィス・スペシャル,1
クラブ,1
]◎,1
うっすら,1
締めて,1
歯応え,1
持た,1
補っ,1
かみ,1
どん,1
ちっ,1
シロップ,1
マルク・モレ,1
ピュリニー・モンラッシェ,1
ムルソー・シャルム,1
プルミエ・クリュ,1
モレ・ブラン,1
並木,1
〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜[,1
クオリティ,1
南紀,1
ルロワ,1
乗り,1
ブーケ,1
僅か,1
ポイント,1
カ月,1
病気,1
八月,1
閉店,1
移ら,1
後進,1
立た,1
少な目,1
ぐり,1
ぐろいわしさば,1
子中,1
すけ,1
だら,1
確実,1
心底,1
気が付き,1
頻繁,1
破産,1
～（,1
必死,1
ライン,1
うきうき,1
分かれ,1
なじみ,1
この方,1
囲ま,1
新人,1
手のひら,1
こんもり,1
ぐりとか,1
快く,1
ちびちび,1
ギリギリ,1
ok,1
めっちゃ,1
日々,1
頑張る,1
粗相,1
そっと,1
欲しかっ,1
捉える,1
関わっ,1
連絡,1
入院,1
ショック,1
低め,1
案の定,1
自慢,1
あがら,1
唯一,1
救い,1
もん,1
周り,1
抑制,1
効か,1
居酒屋,1
無駄遣い,1
修正,1
心遣い,1
復活,1
順調,1
回復,1
現場,1
復帰,1
見込み,1
申し,1
遜色,1
しかしながら,1
信頼,1
絶大,1
物足りな,1
解決,1
半減,1
触れ,1
動物,1
ホテル,1
運用,1
心得,1
寂しい,1
都合,1
朝食,1
五臓六腑,1
染み渡り,1
休ん,1
ヨーロッパ,1
向け,1
動きだそ,1
準備,1
取り合え,1
発酵,1
度合い,1
如何,1
max,1
近づける,1
スペース,1
造る,1
富裕,1
繰り返す,1
再来年,1
とん,1
野菜,1
ダイエット,1
成功,1
病院,1
採血,1
初期,1
薄れ,1
奥深く,1
段取り,1
招か,1
ざる,1
(^○^),1
お伝え,1
美味しゅう,1
診断,1
染まっ,1
身体,1
リフレッシュ,1
擦り,1
潰し,1
アイディア,1
渇れる,1
くろ,1
格別,1
表せ,1
大物,1
柔らかかっ,1
薫り,1
バケツ,1
ジョッキ,1
能力,1
ｽｲﾏｾﾝ,1
伝わら,1
出逢い,1
辞書,1
マンネリ,1
タクシー,1
爆睡,1
(-.-),1
zzz,1
メイン,1
飛ばし,1
述べ,1
集大成,1
健在,1
賑やか,1
後で,1
憶え,1
サンマ,1
ワタ,1
まとめ,1
思い付い,1
以来,1
苦しく,1
伴い,1
取得,1
小雨,1
引き続き,1
ドリンク,1
未知,1
高まる,1
並び,1
定番,1
ウマ,1
鳴り,1
好ま,1
フィーリング,1
まわり,1
^)／,1
居ら,1
♪(,1
wbc,1
観戦,1
見かけ,1
閖上,1
顔負け,1
規制,1
上物,1
片鱗,1
知る,1
(^_^),1
キッ,1
チリ,1
後味,1
パンチ,1
宮崎,1
シビ,1
捕獲,1
独り,1
掛から,1
(⌒-⌒),1
免疫,1
順番,1
水曜日,1
オンリー,1
!!,1
オリジナル,1
ネギ,1
致し,1
別途,1
やばし,1
両者,1
両極端,1
位置付け,1
松川,1
星野,1
あるいは,1
もらえ,1
殺風景,1
外界,1
遮断,1
判ら,1
めずらしく,1
かお,1
我慢,1
冨山,1
若く,1
おだて,1
恐縮,1
すばらしい,1
うなる,1
ミックス,1
効い,1
判る,1
ゃりの,1
感触,1
のしゃ,1
厚め,1
塗る,1
タレ,1
広がる,1
香る,1
ぴょうが,1
包む,1
並ぶ,1
新築,1
プリンス,1
優先,1
closed,1
なんとか,1
有り難く,1
フォロワー,1
先入観,1
勝手,1
午後,1
臨戦,1
態勢,1
敷い,1
くぐる,1
一斉,1
焼酎,1
切り替わっ,1
まちまち,1
恐らく,1
物腰,1
嫌み,1
同時に,1
キツ,1
正解,1
移っ,1
挟ま,1
尽くさ,1
増やさ,1
ゃりはかなり,1
口当たり,1
ゃりで,1
にぎる,1
大ぶり,1
切り,1
"""。",1
旨く,1
掛け算,1
