頻出単語,登場回数,登場回数/全単語数(3622)%,登場レビュー率 /(13本),レビューあたりの登場回数 /回,登場したレビューにおける平均登場回数
癖,1,0.02,7.14,0.07,1.0
のる,1,0.02,7.14,0.07,1.0
瞬間,1,0.02,7.14,0.07,1.0
とろけ,1,0.02,7.14,0.07,1.0
楽しむ,1,0.02,7.14,0.07,1.0
～♪,1,0.02,7.14,0.07,1.0
産地,1,0.02,7.14,0.07,1.0
コク,1,0.02,7.14,0.07,1.0
魅力,1,0.02,7.14,0.07,1.0
肉,1,0.02,7.14,0.07,1.0
厚,1,0.02,7.14,0.07,1.0
自信,1,0.02,7.14,0.07,1.0
品書き,1,0.02,7.14,0.07,1.0
85,1,0.02,7.14,0.07,1.0
800,1,0.02,7.14,0.07,1.0
35,1,0.02,7.14,0.07,1.0
000,1,0.02,7.14,0.07,1.0
馬糞,1,0.02,7.14,0.07,1.0
八海山,1,0.02,7.14,0.07,1.0
吟醸,1,0.02,7.14,0.07,1.0
湾,1,0.02,7.14,0.07,1.0
平貝,1,0.02,7.14,0.07,1.0
身中,1,0.02,7.14,0.07,1.0
あさり,1,0.02,7.14,0.07,1.0
吸い物,1,0.02,7.14,0.07,1.0
アオリイカ,1,0.02,7.14,0.07,1.0
シマ,1,0.02,7.14,0.07,1.0
組み合わせ,1,0.02,7.14,0.07,1.0
カステラ,1,0.02,7.14,0.07,1.0
っぽい,1,0.02,7.14,0.07,1.0
玉,1,0.02,7.14,0.07,1.0
カッパ,1,0.02,7.14,0.07,1.0
シャインマスカット,1,0.02,7.14,0.07,1.0
その他,1,0.02,7.14,0.07,1.0
会,1,0.02,7.14,0.07,1.0
9,1,0.02,7.14,0.07,1.0
正式,1,0.02,7.14,0.07,1.0
済ませ,1,0.02,7.14,0.07,1.0
範彦,1,0.02,7.14,0.07,1.0
えん,1,0.02,7.14,0.07,1.0
げそ,1,0.02,7.14,0.07,1.0
くろ,1,0.02,7.14,0.07,1.0
160,1,0.02,7.14,0.07,1.0
キロ,1,0.02,7.14,0.07,1.0
珍しい,1,0.02,7.14,0.07,1.0
抜群,1,0.02,7.14,0.07,1.0
移行,1,0.02,7.14,0.07,1.0
いきなり,1,0.02,7.14,0.07,1.0
スタート,1,0.02,7.14,0.07,1.0
最も,1,0.02,7.14,0.07,1.0
気に入っ,1,0.02,7.14,0.07,1.0
広がり,1,0.02,7.14,0.07,1.0
ゅうとろ,1,0.02,7.14,0.07,1.0
ゅうとろちゅうとろ,1,0.02,7.14,0.07,1.0
うち,1,0.02,7.14,0.07,1.0
かすみ,1,0.02,7.14,0.07,1.0
しめ,1,0.02,7.14,0.07,1.0
函館,1,0.02,7.14,0.07,1.0
むら,1,0.02,7.14,0.07,1.0
さき,1,0.02,7.14,0.07,1.0
しんこ,1,0.02,7.14,0.07,1.0
ゅうとろさらに,1,0.02,7.14,0.07,1.0
なんと,1,0.02,7.14,0.07,1.0
8,1,0.02,7.14,0.07,1.0
貫目,1,0.02,7.14,0.07,1.0
含め,1,0.02,7.14,0.07,1.0
通常,1,0.02,7.14,0.07,1.0
セオリー,1,0.02,7.14,0.07,1.0
